x,y
-100.0,-199.0
-99.93331110370123,-198.86662220740246
-99.86662220740247,-198.73324441480494
-99.7999333111037,-198.5998666222074
-99.73324441480493,-198.46648882960986
-99.66655551850617,-198.33311103701234
-99.5998666222074,-198.1997332444148
-99.53317772590863,-198.06635545181726
-99.46648882960987,-197.93297765921974
-99.3997999333111,-197.7995998666222
-99.33311103701234,-197.6662220740247
-99.26642214071357,-197.53284428142715
-99.1997332444148,-197.3994664888296
-99.13304434811604,-197.2660886962321
-99.06635545181727,-197.13271090363455
-98.9996665555185,-196.999333111037
-98.93297765921974,-196.8659553184395
-98.86628876292097,-196.73257752584195
-98.7995998666222,-196.5991997332444
-98.73291097032345,-196.4658219406469
-98.66622207402467,-196.33244414804935
-98.5995331777259,-196.1990663554518
-98.53284428142715,-196.0656885628543
-98.46615538512837,-195.93231077025675
-98.3994664888296,-195.7989329776592
-98.33277759253085,-195.6655551850617
-98.26608869623207,-195.53217739246415
-98.19939979993332,-195.39879959986663
-98.13271090363455,-195.2654218072691
-98.06602200733577,-195.13204401467155
-97.99933311103702,-194.99866622207404
-97.93264421473825,-194.8652884294765
-97.86595531843948,-194.73191063687895
-97.79926642214072,-194.59853284428144
-97.73257752584195,-194.4651550516839
-97.66588862954318,-194.33177725908635
-97.59919973324442,-194.19839946648884
-97.53251083694565,-194.0650216738913
-97.46582194064688,-193.93164388129375
-97.39913304434812,-193.79826608869624
-97.33244414804935,-193.6648882960987
-97.26575525175059,-193.53151050350118
-97.19906635545182,-193.39813271090364
-97.13237745915305,-193.2647549183061
-97.06568856285429,-193.13137712570858
-96.99899966655552,-192.99799933311104
-96.93231077025675,-192.8646215405135
-96.86562187395799,-192.73124374791598
-96.79893297765922,-192.59786595531844
-96.73224408136045,-192.4644881627209
-96.66555518506169,-192.33111037012338
-96.59886628876292,-192.19773257752584
-96.53217739246415,-192.0643547849283
-96.46548849616539,-191.93097699233078
-96.39879959986662,-191.79759919973324
-96.33211070356785,-191.6642214071357
-96.26542180726909,-191.53084361453818
-96.19873291097032,-191.39746582194064
-96.13204401467155,-191.2640880293431
-96.06535511837279,-191.13071023674559
-95.99866622207402,-190.99733244414804
-95.93197732577526,-190.86395465155053
-95.8652884294765,-190.730576858953
-95.79859953317772,-190.59719906635544
-95.73191063687896,-190.46382127375793
-95.6652217405802,-190.3304434811604
-95.59853284428142,-190.19706568856284
-95.53184394798267,-190.06368789596533
-95.4651550516839,-189.9303101033678
-95.39846615538512,-189.79693231077025
-95.33177725908637,-189.66355451817273
-95.2650883627876,-189.5301767255752
-95.19839946648882,-189.39679893297765
-95.13171057019007,-189.26342114038013
-95.0650216738913,-189.1300433477826
-94.99833277759254,-188.99666555518507
-94.93164388129377,-188.86328776258753
-94.864954984995,-188.72990996999
-94.79826608869624,-188.59653217739248
-94.73157719239747,-188.46315438479493
-94.6648882960987,-188.3297765921974
-94.59819939979994,-188.19639879959988
-94.53151050350117,-188.06302100700233
-94.4648216072024,-187.9296432144048
-94.39813271090364,-187.79626542180728
-94.33144381460487,-187.66288762920973
-94.2647549183061,-187.5295098366122
-94.19806602200734,-187.39613204401468
-94.13137712570857,-187.26275425141714
-94.0646882294098,-187.1293764588196
-93.99799933311104,-186.99599866622208
-93.93131043681227,-186.86262087362454
-93.8646215405135,-186.729243081027
-93.79793264421474,-186.59586528842948
-93.73124374791597,-186.46248749583194
-93.66455485161721,-186.32910970323442
-93.59786595531844,-186.19573191063688
-93.53117705901967,-186.06235411803934
-93.46448816272091,-185.92897632544182
-93.39779926642214,-185.79559853284428
-93.33111037012337,-185.66222074024674
-93.26442147382461,-185.52884294764922
-93.19773257752584,-185.39546515505168
-93.13104368122707,-185.26208736245414
-93.06435478492831,-185.12870956985662
-92.99766588862954,-184.99533177725908
-92.93097699233078,-184.86195398466157
-92.86428809603201,-184.72857619206403
-92.79759919973324,-184.59519839946648
-92.73091030343448,-184.46182060686897
-92.66422140713571,-184.32844281427143
-92.59753251083694,-184.19506502167388
-92.53084361453818,-184.06168722907637
-92.46415471823941,-183.92830943647883
-92.39746582194064,-183.79493164388128
-92.33077692564189,-183.66155385128377
-92.26408802934311,-183.52817605868623
-92.19739913304434,-183.39479826608869
-92.13071023674559,-183.26142047349117
-92.06402134044681,-183.12804268089363
-91.99733244414804,-182.9946648882961
-91.93064354784929,-182.86128709569857
-91.86395465155051,-182.72790930310103
-91.79726575525174,-182.5945315105035
-91.73057685895299,-182.46115371790597
-91.66388796265421,-182.32777592530843
-91.59719906635544,-182.1943981327109
-91.53051017005669,-182.06102034011337
-91.46382127375792,-181.92764254751583
-91.39713237745916,-181.79426475491832
-91.33044348116039,-181.66088696232077
-91.26375458486162,-181.52750916972323
-91.19706568856286,-181.39413137712572
-91.13037679226409,-181.26075358452817
-91.06368789596532,-181.12737579193063
-90.99699899966656,-180.99399799933312
-90.93031010336779,-180.86062020673558
-90.86362120706902,-180.72724241413803
-90.79693231077026,-180.59386462154052
-90.73024341447149,-180.46048682894298
-90.66355451817273,-180.32710903634546
-90.59686562187396,-180.19373124374792
-90.53017672557519,-180.06035345115038
-90.46348782927643,-179.92697565855286
-90.39679893297766,-179.79359786595532
-90.33011003667889,-179.66022007335778
-90.26342114038013,-179.52684228076026
-90.19673224408136,-179.39346448816272
-90.13004334778259,-179.26008669556518
-90.06335445148383,-179.12670890296766
-89.99666555518506,-178.99333111037012
-89.92997665888629,-178.85995331777258
-89.86328776258753,-178.72657552517506
-89.79659886628876,-178.59319773257752
-89.72990996998999,-178.45981993997998
-89.66322107369123,-178.32644214738247
-89.59653217739246,-178.19306435478492
-89.52984328109369,-178.05968656218738
-89.46315438479493,-177.92630876958987
-89.39646548849616,-177.79293097699232
-89.32977659219739,-177.65955318439478
-89.26308769589863,-177.52617539179727
-89.19639879959986,-177.39279759919972
-89.1297099033011,-177.2594198066022
-89.06302100700233,-177.12604201400467
-88.99633211070356,-176.99266422140713
-88.9296432144048,-176.8592864288096
-88.86295431810603,-176.72590863621207
-88.79626542180726,-176.59253084361453
-88.7295765255085,-176.459153051017
-88.66288762920973,-176.32577525841947
-88.59619873291098,-176.19239746582195
-88.5295098366122,-176.0590196732244
-88.46282094031343,-175.92564188062687
-88.39613204401468,-175.79226408802936
-88.3294431477159,-175.6588862954318
-88.26275425141714,-175.52550850283427
-88.19606535511838,-175.39213071023676
-88.1293764588196,-175.2587529176392
-88.06268756252084,-175.12537512504167
-87.99599866622208,-174.99199733244416
-87.92930976992331,-174.85861953984661
-87.86262087362454,-174.72524174724907
-87.79593197732578,-174.59186395465156
-87.72924308102701,-174.45848616205402
-87.66255418472824,-174.32510836945647
-87.59586528842948,-174.19173057685896
-87.52917639213071,-174.05835278426142
-87.46248749583194,-173.92497499166387
-87.39579859953318,-173.79159719906636
-87.32910970323441,-173.65821940646882
-87.26242080693564,-173.52484161387127
-87.19573191063688,-173.39146382127376
-87.12904301433811,-173.25808602867622
-87.06235411803935,-173.1247082360787
-86.99566522174058,-172.99133044348116
-86.92897632544181,-172.85795265088362
-86.86228742914305,-172.7245748582861
-86.79559853284428,-172.59119706568856
-86.72890963654551,-172.45781927309102
-86.66222074024675,-172.3244414804935
-86.59553184394798,-172.19106368789596
-86.52884294764921,-172.05768589529842
-86.46215405135045,-171.9243081027009
-86.39546515505168,-171.79093031010336
-86.32877625875292,-171.65755251750585
-86.26208736245415,-171.5241747249083
-86.19539846615538,-171.39079693231076
-86.12870956985662,-171.25741913971325
-86.06202067355785,-171.1240413471157
-85.99533177725908,-170.99066355451816
-85.92864288096033,-170.85728576192065
-85.86195398466155,-170.7239079693231
-85.79526508836278,-170.59053017672557
-85.72857619206403,-170.45715238412805
-85.66188729576525,-170.3237745915305
-85.59519839946648,-170.19039679893297
-85.52850950316773,-170.05701900633545
-85.46182060686895,-169.9236412137379
-85.39513171057018,-169.79026342114037
-85.32844281427143,-169.65688562854285
-85.26175391797265,-169.5235078359453
-85.19506502167388,-169.39013004334777
-85.12837612537513,-169.25675225075025
-85.06168722907636,-169.1233744581527
-84.99499833277758,-168.98999666555517
-84.92830943647883,-168.85661887295765
-84.86162054018006,-168.7232410803601
-84.7949316438813,-168.5898632877626
-84.72824274758253,-168.45648549516505
-84.66155385128376,-168.3231077025675
-84.594864954985,-168.18972990997
-84.52817605868623,-168.05635211737246
-84.46148716238746,-167.9229743247749
-84.3947982660887,-167.7895965321774
-84.32810936978993,-167.65621873957986
-84.26142047349116,-167.5228409469823
-84.1947315771924,-167.3894631543848
-84.12804268089363,-167.25608536178726
-84.06135378459487,-167.12270756918974
-83.9946648882961,-166.9893297765922
-83.92797599199733,-166.85595198399466
-83.86128709569857,-166.72257419139714
-83.7945981993998,-166.5891963987996
-83.72790930310103,-166.45581860620206
-83.66122040680227,-166.32244081360454
-83.5945315105035,-166.189063021007
-83.52784261420473,-166.05568522840946
-83.46115371790597,-165.92230743581194
-83.3944648216072,-165.7889296432144
-83.32777592530843,-165.65555185061686
-83.26108702900967,-165.52217405801935
-83.1943981327109,-165.3887962654218
-83.12770923641213,-165.25541847282426
-83.06102034011337,-165.12204068022675
-82.9943314438146,-164.9886628876292
-82.92764254751583,-164.85528509503166
-82.86095365121707,-164.72190730243415
-82.7942647549183,-164.5885295098366
-82.72757585861953,-164.45515171723906
-82.66088696232077,-164.32177392464155
-82.594198066022,-164.188396132044
-82.52750916972323,-164.05501833944646
-82.46082027342447,-163.92164054684895
-82.3941313771257,-163.7882627542514
-82.32744248082695,-163.6548849616539
-82.26075358452817,-163.52150716905635
-82.19406468822942,-163.38812937645883
-82.12737579193065,-163.2547515838613
-82.06068689563187,-163.12137379126375
-81.99399799933312,-162.98799599866624
-81.92730910303435,-162.8546182060687
-81.86062020673558,-162.72124041347115
-81.79393131043682,-162.58786262087364
-81.72724241413805,-162.4544848282761
-81.66055351783928,-162.32110703567855
-81.59386462154052,-162.18772924308104
-81.52717572524175,-162.0543514504835
-81.46048682894298,-161.92097365788595
-81.39379793264422,-161.78759586528844
-81.32710903634545,-161.6542180726909
-81.26042014004668,-161.52084028009335
-81.19373124374792,-161.38746248749584
-81.12704234744915,-161.2540846948983
-81.06035345115038,-161.12070690230075
-80.99366455485162,-160.98732910970324
